server_id,stream_id,category_id,category_name,channel_name,action,source,epg_id,epg_feed,reason,feed_key,effective_feed_key,effective_epg_id,has_programmes
server_3,1389572,1640,BEIN SPORTS MAX NM,BEIN MAX 1 FR ⁴ᴷ,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1389553,1640,BEIN SPORTS MAX NM,BEIN MAX 2 FR ˢᴰ,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1389559,1640,BEIN SPORTS MAX NM,BEIN MAX 2 FR ᴴᴰ,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1389565,1640,BEIN SPORTS MAX NM,BEIN MAX 2 FR ᶠʰᵈ,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1389571,1640,BEIN SPORTS MAX NM,BEIN MAX 2 FR ⁴ᴷ,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1394422,1644,BEIN SPORTS MAX BE,BEIN SPORTS MAX ᵁᴴᴰ 4K,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392978,1644,BEIN SPORTS MAX BE,BEIN MAX 1 FHD,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392977,1644,BEIN SPORTS MAX BE,BEIN MAX 1 HD,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392976,1644,BEIN SPORTS MAX BE,BEIN MAX 1 HEVC,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392975,1644,BEIN SPORTS MAX BE,BEIN MAX 1 SD,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392974,1644,BEIN SPORTS MAX BE,BEIN MAX 2 FHD,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392973,1644,BEIN SPORTS MAX BE,BEIN MAX 2 HD,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392972,1644,BEIN SPORTS MAX BE,BEIN MAX 2 HEVC,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392971,1644,BEIN SPORTS MAX BE,BEIN MAX 2 SD,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392970,1644,BEIN SPORTS MAX BE,BEIN MAX 3 FHD,KEEP_PANEL,panel,beINSportsMax3.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax3.qa,True
server_3,1392969,1644,BEIN SPORTS MAX BE,BEIN MAX 3 HD,KEEP_PANEL,panel,beINSportsMax3.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax3.qa,True
server_3,1392968,1644,BEIN SPORTS MAX BE,BEIN MAX 3 HEVC,KEEP_PANEL,panel,beINSportsMax3.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax3.qa,True
server_3,1392967,1644,BEIN SPORTS MAX BE,BEIN MAX 3 SD,KEEP_PANEL,panel,beINSportsMax3.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax3.qa,True
server_3,1392962,1644,BEIN SPORTS MAX BE,BEIN MAX 5 FHD,KEEP_PANEL,panel,beINSportsMax5.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax5.qa,True
server_3,1392961,1644,BEIN SPORTS MAX BE,BEIN MAX 5 HD,KEEP_PANEL,panel,beINSportsMax5.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax5.qa,True
server_3,1392960,1644,BEIN SPORTS MAX BE,BEIN MAX 5 HEVC,KEEP_PANEL,panel,beINSportsMax5.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax5.qa,True
server_3,1392959,1644,BEIN SPORTS MAX BE,BEIN MAX 5 SD,KEEP_PANEL,panel,beINSportsMax5.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax5.qa,True
server_3,1392958,1644,BEIN SPORTS MAX BE,BEIN MAX 6 FHD,KEEP_PANEL,panel,beINSportsMax6.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax6.qa,True
server_3,1392957,1644,BEIN SPORTS MAX BE,BEIN MAX 6 HD,KEEP_PANEL,panel,beINSportsMax6.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax6.qa,True
server_3,1392956,1644,BEIN SPORTS MAX BE,BEIN MAX 6 HEVC,KEEP_PANEL,panel,beINSportsMax6.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax6.qa,True
server_3,1392955,1644,BEIN SPORTS MAX BE,BEIN MAX 6 SD,KEEP_PANEL,panel,beINSportsMax6.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax6.qa,True
server_3,1392954,1644,BEIN SPORTS MAX BE,BEIN MAX 1 (BA) FHD,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392953,1644,BEIN SPORTS MAX BE,BEIN MAX 1 (BA) HD,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392952,1644,BEIN SPORTS MAX BE,BEIN MAX 1 (BA) HEVC,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392951,1644,BEIN SPORTS MAX BE,BEIN MAX 1 (BA) SD,KEEP_PANEL,panel,beINSportsMax1.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax1.qa,True
server_3,1392950,1644,BEIN SPORTS MAX BE,BEIN MAX 2 (BA) FHD,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392949,1644,BEIN SPORTS MAX BE,BEIN MAX 2 (BA) HD,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
server_3,1392948,1644,BEIN SPORTS MAX BE,BEIN MAX 2 (BA) HEVC,KEEP_PANEL,panel,beINSportsMax2.qa,server xmltv.php,Panel XMLTV contains useful current/future programme information,PANEL,PANEL,beINSportsMax2.qa,True
