asset_id,subject_type,subject_name,person_role,local_file,asset_kind,creator,license_id,license_url,output_sha256,review_status,rights_notes
person-fallback-jagjit-singh,person,Jagjit Singh,singer,generated/people/person-fallback-jagjit-singh.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,1464b291425b23792c96a0d8269ec6542e816f78345bb4fbd77e2626254fcfed,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-jasmine-sandlas,person,Jasmine Sandlas,singer,generated/people/person-fallback-jasmine-sandlas.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,3a8153dbb352052aa6cbac791870ae42f2bd9db5b8ba779fec6726a4aa2d4f67,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-javed-ali,person,Javed Ali,singer,generated/people/person-fallback-javed-ali.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,bd20d91e5db455320868a5a792e4533fb7d0afd0ba11065d843bff215981357b,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-jaz-dhami,person,Jaz Dhami,singer,generated/people/person-fallback-jaz-dhami.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,315bce878dcbcbbbc6abcceea2946c9447cfa078228e9b377ccd346b9a357048,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-john-abraham,person,John Abraham,actor,generated/people/person-fallback-john-abraham.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,8b4461d2611b8aafc18f0e711ecc5399ce15098372357f49878048e19b09a746,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-johnny-lever,person,Johnny Lever,actor,generated/people/person-fallback-johnny-lever.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,97d6d022f368eb2f8051726ea974ddd3fc2dd8ac6f92b5b5ec7d5f13324d2081,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-johnny-walker,person,Johnny Walker,actor,generated/people/person-fallback-johnny-walker.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,837694d01c15a0dd59d5dfeda8bed08971c99f68288921d843a703858289777f,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-k-s-chithra,person,K. S. Chithra,singer,generated/people/person-fallback-k-s-chithra.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,4f9b8737f6897c2525e9d4a0242053519fb1a252964b93476a213d0f20f6ec8c,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-kader-khan,person,Kader Khan,actor,generated/people/person-fallback-kader-khan.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,ded7b220902482e7dd0e91189af2b54d4a648992a1cd31dd0bf21a2bde9e099f,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-kavita-krishnamurti,person,Kavita Krishnamurti,singer,generated/people/person-fallback-kavita-krishnamurti.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,8ba40b1b49843aa28b2fdf69521c1ade5fdc579ca63b3bfa54e9ef98acdbd3fb,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-kay-kay-menon,person,Kay Kay Menon,actor,generated/people/person-fallback-kay-kay-menon.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,99e7960b027baf0c2a3aafba72cac181d3fdfe0b61b96d6e6b7f058e2b06dcd7,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-kishore-kumar,person,Kishore Kumar,singer,generated/people/person-fallback-kishore-kumar.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,078e2e0f5ef5c5811304425133429a5dfdbb1abeda5eaca5b4f48086c652dd7a,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-kk,person,KK,singer,generated/people/person-fallback-kk.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,9af43590f6c22e9aae81263c3b70f2fcabf9e5890d8831257cb3b1f50fbe95a4,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-komal-rizvi,person,Komal Rizvi,singer,generated/people/person-fallback-komal-rizvi.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,913ff5506d76758653da4c755f1a6d5a0fc67a2dd72b1a08f043bb251e95f8c7,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-kumar-sanu,person,Kumar Sanu,singer,generated/people/person-fallback-kumar-sanu.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,7dbb4a8674694177fd1c92cea8bec2d7da9930096b856c9e384b705f43bd9894,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-kunal-ganjawala,person,Kunal Ganjawala,singer,generated/people/person-fallback-kunal-ganjawala.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,e2bf6fd78e8fd69870b3c8eed4b8a6056b6df4539996c7b54767ff14941e2362,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-kunal-khemu,person,Kunal Khemu,actor,generated/people/person-fallback-kunal-khemu.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,c438692d21c0f6a199928c3c7c7e03b3a9a31e8768884d50ea97a9318136dacf,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-labh-janjua,person,Labh Janjua,singer,generated/people/person-fallback-labh-janjua.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,d8f5b83b8d5deca424df94d6549b39944dcc7cc29aa9fa9e29cade91dbf89a30,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-lakhwinder-singh,person,Lakhwinder Singh,singer,generated/people/person-fallback-lakhwinder-singh.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,eb60985ca929987b4e6fcc4f1adbc8e0b5c9d366334cb0d73b7b9461aaaf4f82,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-lehmber-hussainpuri,person,Lehmber Hussainpuri,singer,generated/people/person-fallback-lehmber-hussainpuri.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,c9b998a526e524d9b044a9c5fed9ca347188ef67c216b217a12a5ef735cb4ecf,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-lucky-ali,person,Lucky Ali,singer,generated/people/person-fallback-lucky-ali.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,8bbf3a6f125b69a964f06583e6e92bf4dacc1615d5091648f3dba6a5eae04dad,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-malkit-singh,person,Malkit Singh,singer,generated/people/person-fallback-malkit-singh.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,a53834c6f01dd672094e6653b3d9ee745f2f7d04e09e4a83dd45fb12ca6610a6,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-maninder-buttar,person,Maninder Buttar,singer,generated/people/person-fallback-maninder-buttar.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,2d4fc5300a11a3412fd086f0538ef1d5e0303ac85f25657db18c2bb919de5fba,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-manmohan-waris,person,Manmohan Waris,singer,generated/people/person-fallback-manmohan-waris.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,57322fe237c09c3324e9ef1070aab115806aecee25daab9b6921d21163a14cd3,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-mehmood,person,Mehmood,actor,generated/people/person-fallback-mehmood.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,04dd83f59ace0f1b651e526d9c460862fdf7108e90f696e91aa2b81b3a233443,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-mickey-singh,person,Mickey Singh,singer,generated/people/person-fallback-mickey-singh.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,416f7ea2aa0706b69e83876015a170d0488351ddd5fc1d8932aa19e1931f1828,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-miss-pooja,person,Miss Pooja,singer,generated/people/person-fallback-miss-pooja.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,feb5edd088ad9df290b1b3586e4729e54181b29f098ee965160238b663db65ef,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-mithun-chakraborty,person,Mithun Chakraborty,actor,generated/people/person-fallback-mithun-chakraborty.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,4e2d9e126d6d9542112d173db6edd2feed1cfa49c7b1790f90ac63878482bfb6,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-mohammed-aziz,person,Mohammed Aziz,singer,generated/people/person-fallback-mohammed-aziz.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,b537e974ca7e0f9436a0d29c3de84d95d996a11d6eb6731f7f57d4150e486f89,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-mohammed-rafi,person,Mohammed Rafi,singer,generated/people/person-fallback-mohammed-rafi.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,4efcfe9d854ff8722433e2b4e909698b793806b4c0778e8fe175c987077e2fe3,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-mohit-chauhan,person,Mohit Chauhan,singer,generated/people/person-fallback-mohit-chauhan.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,b1b8d0b89cebe8340fd1220ee1bb8c1c045ded61e6e74fcbca5bf821ffbc3147,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-momina-mustehsan,person,Momina Mustehsan,singer,generated/people/person-fallback-momina-mustehsan.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,a004f35566cb2a59fd3f2367bd5eff8f24d7e7b8ed90d8f794dba2d4229e66aa,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-mukesh,person,Mukesh,singer,generated/people/person-fallback-mukesh.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,24802e06c5c3cc6eb9c2dc8077cf611af7aa51b66bd7eddc3b2e1f5e23e99354,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-mustafa-zahid,person,Mustafa Zahid,singer,generated/people/person-fallback-mustafa-zahid.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,628c453591c401b29bff89dfa01950572f1dad6207aecca044b3399e0a4db49a,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-nabeel-shaukat-ali,person,Nabeel Shaukat Ali,singer,generated/people/person-fallback-nabeel-shaukat-ali.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,c43a770844e139e42d516d9901ee6b9498196a1dd2c1102edf6990e96e376305,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-nachhatar-gill,person,Nachhatar Gill,singer,generated/people/person-fallback-nachhatar-gill.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,e360e8f2cd9574853df3d80dbb8d912a758468159d9e0428f05ef087e689667f,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-nakash-aziz,person,Nakash Aziz,singer,generated/people/person-fallback-nakash-aziz.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,c97572de51f32cd289f153c1d35840bf416cd25cba57dc719224cd799ee57150,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-nana-patekar,person,Nana Patekar,actor,generated/people/person-fallback-nana-patekar.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,b0e1446568382115c6eb5b85308a899528c6500973221edaf55a3df0d3b64b29,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-naseebo-lal,person,Naseebo Lal,singer,generated/people/person-fallback-naseebo-lal.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,299623b0225d38248f33bc5ea4b7eb4fd48a7b7c621b37f7e138ed67ba6adec0,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-naseeruddin-shah,person,Naseeruddin Shah,actor,generated/people/person-fallback-naseeruddin-shah.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,50cf6417a0fdd1647ff9b0eebf910f69840d75c7249162893ac273fa59d76ee8,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-navv-inder,person,Navv Inder,singer,generated/people/person-fallback-navv-inder.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,bafdbdc5b115d60b264ddb38e7b634b93a7f8e62cb489d4a7914b89a6257a03a,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-nawazuddin-siddiqui,person,Nawazuddin Siddiqui,actor,generated/people/person-fallback-nawazuddin-siddiqui.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,08f58004833e7ae85f88d3b16c0c4df6e966a32b1cda667664a5a1b1ce3546a4,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-nayyara-noor,person,Nayyara Noor,singer,generated/people/person-fallback-nayyara-noor.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,f662dd6c6a41ba39762ea5f0e550aaba674898b7dde4e6fc10d8826de96dba0d,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-neha-kakkar,person,Neha Kakkar,singer,generated/people/person-fallback-neha-kakkar.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,208dceb8ac35e883296e7d75bab32cef5e5d50acb8c0ab231ece29e1b5b8f0ab,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-noor-jehan,person,Noor Jehan,singer,generated/people/person-fallback-noor-jehan.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,4707763322c7f8c5903198db58795bc4ece40a261dbb70f3a3f376da5ef53689,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-nusrat-fateh-ali-khan,person,Nusrat Fateh Ali Khan,singer,generated/people/person-fallback-nusrat-fateh-ali-khan.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,6a36bb36c1606a395978c0d4bf9b125169711de6694914483f031e0bb97779e7,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-om-puri,person,Om Puri,actor,generated/people/person-fallback-om-puri.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,0908f6ea9d91eeaf08e5b32be1bf60844126f30ae3fd17fac052f9cbe0aee268,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-palak-muchhal,person,Palak Muchhal,singer,generated/people/person-fallback-palak-muchhal.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,4fb80a55f6d93ae4ae49abf102bbbfd7a6474ff8637968f52839e54474d4229c,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-pammi-bai,person,Pammi Bai,singer,generated/people/person-fallback-pammi-bai.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,3fa3990683a88631db9f741a5f1a6a155c2cc183bea017dcdac66ff93c16f189,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-pankaj-tripathi,person,Pankaj Tripathi,actor,generated/people/person-fallback-pankaj-tripathi.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,162cb7b7171eeec1fd45f07280f321a7a9de4d14f1d1bbfc47792cb3c30c64d1,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-pankaj-udhas,person,Pankaj Udhas,singer,generated/people/person-fallback-pankaj-udhas.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,88e2cb43efb9212d5d8eec6fdbbd8998349a1f1dcc0d9a4a6409cb25657235a8,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-paresh-rawal,person,Paresh Rawal,actor,generated/people/person-fallback-paresh-rawal.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,5d43cdcaf34e397faccb3a61dc03eee7eaf718bf361678df53774f5b1dc94c97,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-pav-dharia,person,Pav Dharia,singer,generated/people/person-fallback-pav-dharia.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,3adc9e51bfe53660a0784fd4866d5846a8972e16d8516c927e598ae15de0d5c7,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-preet-harpal,person,Preet Harpal,singer,generated/people/person-fallback-preet-harpal.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,48426a0cc606763b5b65677067be494210e65effba2279f6372b374084c244b3,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-prem-chopra,person,Prem Chopra,actor,generated/people/person-fallback-prem-chopra.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,fba8c2473cd292fcdbe5cc8e25e2aec7c3868c5f4ad6d6d9a08e599bd6facbb2,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-prem-dhillon,person,Prem Dhillon,singer,generated/people/person-fallback-prem-dhillon.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,f1044cd06c3df1735249677dea83b20e2439fadddb52c41f7bcdb93f4b877e32,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-qurat-ul-ain-balouch,person,Qurat-ul-Ain Balouch,singer,generated/people/person-fallback-qurat-ul-ain-balouch.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,5b23bb253218ac6c20b686030567087c68327e29fd867b3d808f60ff1bf44715,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-rahat-fateh-ali-khan,person,Rahat Fateh Ali Khan,singer,generated/people/person-fallback-rahat-fateh-ali-khan.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,080116a2cc16b46ea2f4adcd695970df703afffee02537e5f8fe045e80a24723,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-rahim-shah,person,Rahim Shah,singer,generated/people/person-fallback-rahim-shah.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,eedf6152cafd0b7d0d755172a3f36b4bbf0fe337fc4d0b43a036a0c36950f630,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-rahul-dev,person,Rahul Dev,actor,generated/people/person-fallback-rahul-dev.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,2ee02aeb8d4a99b47e195017299edc86d7a6be548ab6cf2ae4d29f4ae9344c6f,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-raj-babbar,person,Raj Babbar,actor,generated/people/person-fallback-raj-babbar.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,f23f004210a0ef02fe0a922a502f1d0ff36a901bcdb8c9a05750254e3c9e32d2,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-raj-brar,person,Raj Brar,singer,generated/people/person-fallback-raj-brar.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,bd453d39e26e4f40d61aaddf836860e56b7e72a5318f7f79c31ff980d9b8c31a,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-rajendra-kumar,person,Rajendra Kumar,actor,generated/people/person-fallback-rajendra-kumar.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,e9320ef8baf239048bd05f6d2f7d8609e43c5cfd2b05cbec0bc7a59b55c4171c,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-rajesh-khanna,person,Rajesh Khanna,actor,generated/people/person-fallback-rajesh-khanna.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,a3c4461fccc91e6bb7b2ab81f286a919d02e66d418d47a4fd1978e5b8c35b309,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-rajkumaar-rao,person,Rajkumaar Rao,actor,generated/people/person-fallback-rajkumaar-rao.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,f9874f99a018d6b50111e23357a0ee11a0fd624c51cce15f9a8ae8803c426326,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-ranbir-kapoor,person,Ranbir Kapoor,actor,generated/people/person-fallback-ranbir-kapoor.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,af4c5dc73473b232fe2600cb63897af3bdb92289595417440c836efd07d7a522,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-randeep-hooda,person,Randeep Hooda,actor,generated/people/person-fallback-randeep-hooda.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,ae84bcb1ca14081e432cedf712709519815a82c708b831c621bb8743ffe616b3,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-ranjit-bawa,person,Ranjit Bawa,singer,generated/people/person-fallback-ranjit-bawa.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,d9db7b0f4ffcdf36ccabc77ed570b0228bbb23693617b1081f2d1f8940fee516,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-ranveer-singh,person,Ranveer Singh,actor,generated/people/person-fallback-ranveer-singh.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,c006f2d98ebd3ca041ff93ff9aa659f3a9052c76f9145b2cda46a75facf87335,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-ravinder-grewal,person,Ravinder Grewal,singer,generated/people/person-fallback-ravinder-grewal.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,3307d6e39a19bcfde3b86b9af6d79e4b5b8cde0a1ecbd5d59ab0962f2e50d626,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-rishi-kapoor,person,Rishi Kapoor,actor,generated/people/person-fallback-rishi-kapoor.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,e2d20e48c31d315a9e137124c51d72268d17fb058789dfd2d2410af8d0247573,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-runa-laila,person,Runa Laila,singer,generated/people/person-fallback-runa-laila.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,06d11ed879aec2036e4730d531d32433350fa5ed25610688d6151e37286ff40c,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-saif-ali-khan,person,Saif Ali Khan,actor,generated/people/person-fallback-saif-ali-khan.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,73d3cd3943dfeaeab514a59d5bf3794cb6f88fe38cbe9c2cd786cf7a2b2495a6,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-salman-khan,person,Salman Khan,actor,generated/people/person-fallback-salman-khan.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,6798cb07985da104cad4c30e79882473f12ba54a75c2cbe3dc75cc626b999db5,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-sanjay-dutt,person,Sanjay Dutt,actor,generated/people/person-fallback-sanjay-dutt.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,394afec94a278052b02baa62d4f805903acae142b0f1ce67b2856c3383448935,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-sanjay-mishra,person,Sanjay Mishra,actor,generated/people/person-fallback-sanjay-mishra.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,c5ceea1028cefa01050449ed42ac60d96c41f52e4a3ff205ebde9fffcc322d13,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-sarbjit-cheema,person,Sarbjit Cheema,singer,generated/people/person-fallback-sarbjit-cheema.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,84f603e63de61c270955f85aa06fd18c0c7b99849c0380487a5424491f7647e9,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-sardool-sikander,person,Sardool Sikander,singer,generated/people/person-fallback-sardool-sikander.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,23792f1b57609bdc2ab1b0a13f807c6beea6c87b9cff2533195e03f7c02e799e,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
person-fallback-satinder-sartaaj,person,Satinder Sartaaj,singer,generated/people/person-fallback-satinder-sartaaj.png,generated_named_fallback,SKY TV,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,ae5378a60b40fd705c45d41c2875396628815c0fec1579faa80b65c63c370699,fallback_ready,Original name-and-motif artwork released under CC0; no portrait or third-party image.
